2	821
4	753
6	799
8	745
10	759
12	746
14	757
16	767
18	780
20	772
22	784
24	753
26	765
28	763
30	771
32	768
34	775
36	776
38	783
40	788
42	784
44	795
46	795
48	810
50	809
52	820
54	806
56	799
58	800
60	809
62	810
64	826
66	825
68	833
70	833
72	833
74	833
76	837
78	831
80	831
82	839
84	838
86	829
88	829
90	834
92	820
94	837
96	846
98	845
100	840
102	839
104	846
106	848
108	842
110	842
112	851
114	851
116	845
118	850
120	850
122	829
124	822
126	830
128	832
130	825
132	838
134	838
136	838
138	831
140	837
142	838
144	838
146	830
148	836
150	837
152	834
154	812
156	818
158	819
160	817
162	832
164	839
166	839
168	838
170	838
172	838
174	841
176	834
178	840
180	841
182	837
184	832
186	840
188	840
190	840
192	833
194	852
196	853
198	852
200	848
202	853
204	854
206	854
208	846
210	842
212	842
214	842
216	841
218	843
220	841
222	840
224	845
226	844
228	843
230	833
232	844
234	846
236	846
238	839
240	840
242	837
244	837
246	828
248	837
250	848
252	843
254	841
256	850
258	849
260	843
262	847
264	847
266	848
268	840
270	845
272	844
274	838
276	837
278	836
280	823
282	821
284	822
286	830
288	830
290	824
292	829
294	830
296	823
298	822
300	828
302	821
304	815
306	814
308	822
310	828
312	821
314	827
316	828
318	830
320	847
322	853
324	847
326	847
328	845
330	851
332	846
334	845
336	851
338	846
340	847
342	854
344	850
346	850
348	851
350	850
352	849
354	850
356	850
358	849
360	849
362	851
364	855
366	850
368	851
370	838
372	836
374	837
376	836
378	843
380	835
382	837
384	847
386	841
388	840
390	839
392	842
394	839
396	837
398	845
400	837
402	836
404	836
406	831
408	832
410	844
412	852
414	846
416	847
418	847
420	853
422	839
424	830
426	835
428	837
430	831
432	835
434	837
436	825
438	823
440	830
442	823
444	823
446	834
448	831
450	824
452	824
454	827
456	822
458	822
460	822
462	828
464	838
466	838
468	838
470	844
472	833
474	828
476	841
478	841
480	837
482	845
484	845
486	845
488	841
490	849
492	850
494	843
496	849
498	849
500	842
502	844
504	842
506	844
508	842
510	837
512	849
514	855
516	850
518	852
520	857
522	847
524	845
526	847
528	847
530	846
532	847
534	852
536	846
538	845
540	852
542	850
544	850
546	851
548	851
550	850
552	851
554	850
556	856
558	848
560	848
562	857
564	856
566	845
568	850
570	850
572	842
574	845
576	852
578	847
580	844
582	851
584	851
586	844
588	846
590	852
592	844
594	845
596	845
598	843
600	835
602	835
604	839
606	842
608	843
610	843
612	844
614	842
616	842
618	848
620	840
622	840
624	841
626	838
628	830
630	831
632	831
634	832
636	831
638	839
640	843
642	844
644	836
646	844
648	844
650	844
652	844
654	845
656	844
658	845
660	847
662	848
664	837
666	847
668	848
670	848
672	855
674	846
676	848
678	849
680	850
682	847
684	853
686	853
688	845
690	845
692	851
694	846
696	844
698	844
700	852
702	850
704	851
706	850
708	857
710	856
712	849
714	856
716	855
718	856
720	852
722	855
724	856
726	847
728	850
730	850
732	849
734	847
736	849
738	848
740	845
742	846
744	855
746	853
748	848
750	848
752	855
754	850
756	835
758	833
760	840
762	832
764	822
766	831
768	827
770	827
772	828
774	830
776	828
778	828
780	830
782	820
784	821
786	821
788	821
790	822
792	822
794	822
796	829
798	829
800	829
802	831
804	840
806	840
808	846
810	842
812	840
814	847
816	843
818	840
820	842
822	851
824	842
826	844
828	847
830	838
832	833
834	839
836	847
838	841
840	842
842	848
844	837
846	838
848	840
850	838
852	841
854	838
856	845
858	843
860	842
862	833
864	837
866	833
868	835
870	843
872	844
874	841
876	841
878	848
880	840
882	839
884	849
886	838
888	838
890	833
892	831
894	827
896	827
898	831
900	832
902	835
904	839
906	842
908	843
910	837
912	841
914	842
916	837
918	833
920	841
922	841
924	837
926	846
928	847
930	853
932	853
934	859
936	852
938	852
940	852
942	852
944	851
946	852
948	851
950	845
952	845
954	846
956	845
958	849
960	847
962	844
964	843
966	845
968	845
970	841
972	841
974	840
976	841
978	844
980	842
982	840
984	841
986	840
988	840
990	847
992	847
994	847
996	846
998	844
1000	846
1002	850
1004	849
1006	847
1008	844
1010	853
1012	845
1014	846
1016	852
1018	840
1020	841
1022	849
1024	848
1026	838
1028	838
1030	845
1032	840
1034	838
1036	845
1038	840
1040	841
1042	833
1044	833
1046	835
1048	837
1050	836
1052	840
1054	838
1056	839
1058	844
1060	831
1062	831
1064	831
1066	836
1068	837
1070	837
1072	842
1074	834
1076	833
1078	839
1080	832
1082	840
1084	846
1086	845
1088	840
1090	841
1092	847
1094	841
1096	840
1098	847
1100	853
1102	847
1104	848
1106	853
1108	846
1110	847
1112	847
1114	857
1116	853
1118	852
1120	858
1122	853
1124	852
1126	854
1128	859
1130	852
1132	851
1134	858
1136	851
1138	850
1140	857
1142	862
1144	858
1146	857
1148	864
1150	857
1152	858
1154	857
1156	861
1158	856
1160	851
1162	857
1164	856
1166	851
1168	843
1170	849
1172	849
1174	842
1176	850
1178	851
1180	843
1182	838
1184	842
1186	837
1188	839
1190	839
1192	837
1194	836
1196	837
1198	836
1200	840
1202	829
1204	830
1206	833
1208	843
1210	837
1212	836
1214	841
1216	836
1218	836
1220	843
1222	847
1224	840
1226	846
1228	843
1230	850
1232	844
1234	845
1236	844
1238	853
1240	850
1242	858
1244	856
1246	858
1248	857
1250	866
1252	864
1254	857
1256	861
1258	861
1260	854
1262	857
1264	862
1266	856
1268	857
1270	858
1272	866
1274	857
1276	858
1278	857
1280	860
1282	856
1284	855
1286	854
1288	853
1290	843
1292	843
1294	852
1296	854
1298	845
1300	853
1302	841
1304	841
1306	842
1308	843
1310	836
1312	838
1314	845
1316	845
1318	837
1320	836
1322	843
1324	840
